# RAW ROWS from graphify graph.json. No disposition applied.
# built_at_commit=dcf466cc83ec352c00c625260280915ed041c753  (one commit behind babb13e)
# inbound = count of cross-file edges INTO any symbol in this file, relation != 'contains'.
# .luau EXCLUDED at your request: graphify parses Luau with tree-sitter-LUA and 69 files errored.
# NOT filtered for entrypoints - I have applied no judgement. Entrypoints I am AWARE of, so you can
# exclude them yourself: apps/worker/src/index.ts (worker fetch handler), apps/web/src/main.tsx,
# any *.d.ts (type-only), *.test.mjs / tests/* (test roots), scripts/*, infra/*, *.config.*
# CALIBRATION - graphify UNDER-reports call edges. Verified false positive: renderViews() in
# apps/worker/src/tools.ts is called at tools.ts:1005 and :1075 and the graph records neither.
# So a zero here means 'graphify saw no edge', NOT 'no caller exists'. Verify before disposing.
file	inbound_edges
FINISH-THE-PRODUCT.md	0
GATES.md	0
README.md	0
WORKLIST.md	0
apps/benchmark/crystal-canyon/ARCHITECTURE.md	0
apps/benchmark/crystal-canyon/evidence/CUBE-GENERATION.md	0
apps/benchmark/crystal-canyon/evidence/PLAYTEST-01.md	0
apps/benchmark/crystal-canyon/evidence/VISUAL-BASELINE.md	0
apps/benchmark/crystal-canyon/package.json	0
apps/benchmark/crystal-canyon/tests/manifest.test.mjs	0
apps/benchmark/crystal-canyon/tests/mutation-check.mjs	0
apps/plugin/package.json	0
apps/plugin/tests/mutation-check.mjs	0
apps/plugin/tests/syntax-check.mjs	0
apps/site/astro.config.mjs	0
apps/site/src/pages/404.astro	0
apps/site/src/pages/changelog.astro	0
apps/site/src/pages/docs/build-from-source.astro	0
apps/site/src/pages/docs/connect.astro	0
apps/site/src/pages/docs/faq.astro	0
apps/site/src/pages/docs/getting-started.astro	0
apps/site/src/pages/docs/index.astro	0
apps/site/src/pages/docs/modes.astro	0
apps/site/src/pages/docs/plugin.astro	0
apps/site/src/pages/docs/privacy-and-data.astro	0
apps/site/src/pages/docs/sparks-and-limits.astro	0
apps/site/src/pages/docs/troubleshooting.astro	0
apps/site/src/pages/docs/updating.astro	0
apps/site/src/pages/index.astro	0
apps/site/src/pages/pricing.astro	0
apps/site/src/pages/privacy.astro	0
apps/site/src/pages/status.astro	0
apps/site/src/pages/terms.astro	0
apps/site/tsconfig.json	0
apps/web/src/components/plans.tsx	0
apps/web/src/lib/generative-ui/adapters.test.mjs	0
apps/web/src/main.tsx	0
apps/web/tests/activity-model.test.mjs	0
apps/web/tests/activity-motion.test.mjs	0
apps/web/tests/archive.test.mjs	0
apps/web/tests/command-match.test.mjs	0
apps/web/tests/command-palette.test.mjs	0
apps/web/tests/contrast.test.mjs	0
apps/web/tests/credits-model.test.mjs	0
apps/web/tests/direction.test.mjs	0
apps/web/tests/draft.test.mjs	0
apps/web/tests/drawer-a11y.test.mjs	0
apps/web/tests/empty-state.test.mjs	0
apps/web/tests/evidence-model.test.mjs	0
apps/web/tests/generative-ui.test.mjs	0
apps/web/tests/icons.test.mjs	0
apps/web/tests/playtest-viewport.test.mjs	0
apps/web/tests/real-frame.test.mjs	0
apps/web/tests/rename-project.test.mjs	0
apps/web/tests/retry-run.test.mjs	0
apps/web/tests/roadmap-model.test.mjs	0
apps/web/tests/rtl-workspace.test.mjs	0
apps/web/tests/run-meters.test.mjs	0
apps/web/tests/safe-redirect.test.mjs	0
apps/web/tests/search-panel.test.mjs	0
apps/web/tests/shortcuts.test.mjs	0
apps/web/tests/status-icon.test.mjs	0
apps/web/tests/studio-connection.test.mjs	0
apps/web/tests/thinking-model.test.mjs	0
apps/web/tests/tool-vocabulary.test.mjs	0
apps/web/tests/topbar-layout.test.mjs	0
apps/web/tests/ui-states.test.mjs	0
apps/web/tsconfig.json	0
apps/web/vite.config.ts	0
apps/worker/src/critic.ts	0
apps/worker/src/index.ts	0
apps/worker/src/types/golem-design.d.ts	0
apps/worker/tests/asset-library-availability.test.mjs	0
apps/worker/tests/asset-library-gating.test.mjs	0
apps/worker/tests/asset-provenance.test.mjs	0
apps/worker/tests/billing-route.test.mjs	0
apps/worker/tests/billing.test.mjs	0
apps/worker/tests/conversational-routing.test.mjs	0
apps/worker/tests/design-brief.test.mjs	0
apps/worker/tests/edit-resend.test.mjs	0
apps/worker/tests/export.test.mjs	0
apps/worker/tests/frame-bus.test.mjs	0
apps/worker/tests/luau-ingress.test.mjs	0
apps/worker/tests/memory.test.mjs	0
apps/worker/tests/op-attribution.test.mjs	0
apps/worker/tests/persist.test.mjs	0
apps/worker/tests/phase-coverage.test.mjs	0
apps/worker/tests/playtest-stream.test.mjs	0
apps/worker/tests/poll-residency.test.mjs	0
apps/worker/tests/prompt-fence.test.mjs	0
apps/worker/tests/provenance-wiring.test.mjs	0
apps/worker/tests/restore-fidelity.test.mjs	0
apps/worker/tests/search.test.mjs	0
apps/worker/tests/single-flight.test.mjs	0
apps/worker/tests/spend-ratchet.test.mjs	0
apps/worker/tests/stop-signal.test.mjs	0
apps/worker/tests/studio-op-parity.test.mjs	0
apps/worker/tests/tools-for-mode.test.mjs	0
apps/worker/tests/transcript-budget.test.mjs	0
apps/worker/tests/worldbuilding.test.mjs	0
apps/worker/tsconfig.json	0
docs/ASSET-PIPELINE.md	0
docs/BLOCKERS.md	0
docs/BUDGET-SHARDING.md	0
docs/COMPOSITION.md	0
docs/COST-MODEL.md	0
docs/DECISIONS.md	0
docs/DEPLOY-INTEGRATION.md	0
docs/DESIGN-SPEC.md	0
docs/FAILURES.md	0
docs/LOAD-TEST.md	0
docs/MISSION-LEDGER.md	0
docs/MISSION-PROMPT.md	0
docs/PASS-LOG.md	0
docs/PLAYTEST-VIEWPORT.md	0
docs/PROVENANCE-meshy.md	0
docs/ROBLOX-STYLE-SPEC.md	0
docs/SCALE-V2.md	0
docs/SECURITY-TRIAGE-2026-08-31.md	0
docs/SECURITY.md	0
docs/SOURCE-INTELLIGENCE.md	0
docs/SOURCE_MANIFEST.md	0
docs/THINKING-UX.md	0
docs/VISUAL-LOOP.md	0
docs/WORLD-BUILDER-HISTORY.md	0
docs/audit/APPLE-LEDGER.md	0
docs/audit/INFERENCE-PROVIDERS.md	0
docs/audit/TRAINING-V1-REPORT.md	0
docs/backlog/BLOCKERS.md	0
docs/backlog/FEATURES.md	0
docs/evals/FINDINGS.md	0
docs/evals/RESULTS.md	0
docs/evals/VISUAL-RUBRIC.md	0
docs/evidence/2026-08-31-semantic-gate-live.md	0
docs/evidence/2026-09-01-accessibility-pass.md	0
docs/evidence/2026-09-01-activity-vocabulary.md	0
docs/evidence/2026-09-01-branch-verification.md	0
docs/evidence/2026-09-01-browser-drew-a-real-frame.md	0
docs/evidence/2026-09-01-capture-transport-discriminated.md	0
docs/evidence/2026-09-01-corpus-stages.md	0
docs/evidence/2026-09-01-credits-panel.md	0
docs/evidence/2026-09-01-critic-pass-two.md	0
docs/evidence/2026-09-01-dead-export-audit.md	0
docs/evidence/2026-09-01-design-intelligence.md	0
docs/evidence/2026-09-01-detexture-ab.md	0
docs/evidence/2026-09-01-golden-creation-parkour.md	0
docs/evidence/2026-09-01-huggingface-luau-landscape.md	0
docs/evidence/2026-09-01-mission-track-audit.md	0
docs/evidence/2026-09-01-motion-probe-run.md	0
docs/evidence/2026-09-01-persistence-reconnect.md	0
docs/evidence/2026-09-01-persistence-roundtrip.md	0
docs/evidence/2026-09-01-playbooks-l3.md	0
docs/evidence/2026-09-01-playtest-frame.md	0
docs/evidence/2026-09-01-plugin-install-path.md	0
docs/evidence/2026-09-01-production-read-path.md	0
docs/evidence/2026-09-01-progression-curves.md	0
docs/evidence/2026-09-01-provenance-producer.md	0
docs/evidence/2026-09-01-published-claims-audit.md	0
docs/evidence/2026-09-01-quota-exhaustion.md	0
docs/evidence/2026-09-01-registry-enumeration.md	0
docs/evidence/2026-09-01-rock-palette-supply.md	0
docs/evidence/2026-09-01-source-corpus-classification.md	0
docs/evidence/2026-09-01-teleport-farming-h4.md	0
docs/evidence/2026-09-01-ui-motion-frames.md	0
docs/evidence/2026-09-01-ui-stories-harness.md	0
docs/evidence/2026-09-01-zone-gate-h1.md	0
docs/evidence/2026-09-02-second-creation-exercise.md	0
docs/evidence/PHASE4-IMAGE-GEN.md	0
docs/evidence/PHASE4-MODEL-ROUTING.md	0
docs/evidence/README.md	0
docs/research/ai-gateway.md	0
docs/research/cf-free-limits.md	0
docs/research/competitors.md	0
docs/research/docs-corpus.md	0
docs/research/frontend-art-direction.md	0
docs/research/hf-specialists-2.md	0
docs/research/meshy-3d-web.md	0
docs/research/model-licensing.md	0
docs/research/model-pricing.md	0
docs/research/roblox-art-direction.md	0
docs/research/roblox-plugin-caps.md	0
docs/research/spend-caps.md	0
docs/research/supabase-auth-worker.md	0
docs/research/visual-eval-design.md	0
docs/research/workers-ai-catalog.md	0
infra/checkpoint-test.mjs	0
infra/deploy-static.mjs	0
infra/e2e.mjs	0
infra/pair-helper.mjs	0
infra/real-chat.mjs	0
infra/smoke.mjs	0
infra/store-validation.mjs	0
packages/corpus/PROVENANCE.md	0
packages/corpus/raw/manifest.json	0
packages/corpus/seeds/manifest.json	0
packages/corpus/src/chunk.mjs	0
packages/corpus/src/enumerate.mjs	0
packages/corpus/src/fetch.mjs	0
packages/corpus/src/hash.mjs	0
packages/corpus/src/intake/bootstrap.test.mjs	0
packages/corpus/src/intake/clone-at.test.mjs	0
packages/corpus/src/intake/contenthash.test.mjs	0
packages/corpus/src/intake/dedupe.test.mjs	0
packages/corpus/src/intake/discover-cli.test.mjs	0
packages/corpus/src/intake/forks.test.mjs	0
packages/corpus/src/intake/licence.test.mjs	0
packages/corpus/src/intake/pipeline-data.test.mjs	0
packages/corpus/src/intake/quality.test.mjs	0
packages/corpus/src/intake/records.test.mjs	0
packages/corpus/src/intake/security.test.mjs	0
packages/corpus/src/intake/seeds.test.mjs	0
packages/corpus/src/manifest.mjs	0
packages/corpus/src/scan.mjs	0
packages/corpus/src/tag.mjs	0
packages/corpus/src/upload.mjs	0
packages/design/package.json	0
packages/design/src/checks.test.mjs	0
packages/design/src/library.test.mjs	0
packages/design/src/playbooks.test.mjs	0
packages/evals/README.md	0
packages/evals/package.json	0
packages/evals/src/asset-content-gate.test.mjs	0
packages/evals/src/asset-marketplace-sample.test.mjs	0
packages/evals/src/asset-qc.test.mjs	0
packages/evals/src/asset-safety.test.mjs	0
packages/evals/src/compare.mjs	0
packages/evals/src/composition-generalization.test.mjs	0
packages/evals/src/composition.test.mjs	0
packages/evals/src/critic.test.mjs	0
packages/evals/src/design-checks.test.mjs	0
packages/evals/src/door-benchmark.test.mjs	0
packages/evals/src/economics.test.mjs	0
packages/evals/src/glb-inspect.mjs	0
packages/evals/src/grade.test.mjs	0
packages/evals/src/install-manifest.test.mjs	0
packages/evals/src/intent.test.mjs	0
packages/evals/src/layout-metrics.test.mjs	0
packages/evals/src/pixel-stats.test.mjs	0
packages/evals/src/playbook-checks.test.mjs	0
packages/evals/src/playtest.test.mjs	0
packages/evals/src/plugin-lifecycle.test.mjs	0
packages/evals/src/plugin-version.test.mjs	0
packages/evals/src/preserved.test.mjs	0
packages/evals/src/prompts.test.mjs	0
packages/evals/src/props.test.mjs	0
packages/evals/src/provenance.test.mjs	0
packages/evals/src/providers.test.mjs	0
packages/evals/src/reasoning.test.mjs	0
packages/evals/src/report.mjs	0
packages/evals/src/roadmap.test.mjs	0
packages/evals/src/roblox-antipatterns.test.mjs	0
packages/evals/src/scripting-curriculum.test.mjs	0
packages/evals/src/security.test.mjs	0
packages/evals/src/selftest.mjs	0
packages/evals/src/semantic.test.mjs	0
packages/evals/src/transcript.test.mjs	0
packages/evals/src/visual-bench.mjs	0
packages/evals/tasks-visual/composition/generalization/REPORT.md	0
packages/evals/tasks-visual/fixtures/seed-ugly-cafe.md	0
packages/evals/tasks-visual/grade-visual.test.mjs	0
packages/evals/tasks-visual/regression/README.md	0
packages/evals/tasks-visual/regression/RESULTS.md	0
packages/evals/tasks/reference/sg-01-npc-pathfinding.md	0
packages/evals/tasks/reference/sg-02-tool-server-authority.md	0
packages/evals/tasks/reference/sg-03-animation-animator.md	0
packages/evals/tasks/reference/sg-04-streaming-safe-client.md	0
packages/evals/tasks/reference/sg-05-mobile-controller-input.md	0
packages/evals/tasks/reference/sg-06-per-frame-cost.md	0
packages/evals/tasks/reference/sg-07-typed-module.md	0
packages/evals/tasks/reference/sp-01-datastore-retry.md	0
packages/evals/tasks/reference/sp-02-update-async-atomic.md	0
packages/evals/tasks/reference/sp-03-session-lock.md	0
packages/evals/tasks/reference/sp-04-bindtoclose-flush.md	0
packages/evals/tasks/reference/sp-05-load-failure-mode.md	0
packages/evals/tasks/reference/sp-06-ordered-leaderboard.md	0
packages/evals/tasks/reference/sp-07-rebirth-transaction.md	0
packages/evals/tasks/reference/ss-01-remote-validation.md	0
packages/evals/tasks/reference/ss-02-shop-purchase-authority.md	0
packages/evals/tasks/reference/ss-03-remote-event-not-function.md	0
packages/evals/tasks/reference/ss-04-rate-limited-remote.md	0
packages/evals/tasks/reference/ss-05-code-redemption.md	0
packages/evals/tasks/reference/ss-06-client-authority-review.md	0
packages/evals/tasks/reference/ss-07-instance-arg-sanitisation.md	0
packages/evals/tasks/reference/sy-01-tycoon-dropper.md	0
packages/evals/tasks/reference/sy-02-tycoon-button-purchase.md	0
packages/evals/tasks/reference/sy-03-upgrade-ladder.md	0
packages/evals/tasks/reference/sy-04-zone-detection.md	0
packages/evals/tasks/reference/sy-05-quest-progress.md	0
packages/evals/tasks/reference/sy-06-leaderstats-sync.md	0
packages/evals/tasks/reference/sy-07-shop-client-boundary.md	0
packages/shared/package.json	0
packages/shared/tsconfig.json	0
packages/training/package.json	0
packages/training/src/build-dataset.test.mjs	0
packages/training/src/mlx-to-peft.test.mjs	0
packages/training/src/mlx_to_peft.py	0
packages/training/src/render_chat.py	0
packages/training/src/upload_lora.sh	0
playwright.config.ts	0
scripts/assert-tests.mjs	0
scripts/check-app-bundle.mjs	0
scripts/check-landing-budget.mjs	0
scripts/check-site-links.mjs	0
scripts/check-site-semantics.mjs	0
scripts/check-spark-figures.mjs	0
scripts/check-workspace-coverage.mjs	0
scripts/gate-check.mjs	0
scripts/gate-suite.mjs	0
scripts/gate-typecheck.mjs	0
scripts/inspect-plugin-build.py	0
scripts/secret-scan.py	0
tests/e2e/landing.spec.ts	0
tests/workspace-coverage.test.mjs	0
tsconfig.base.json	0
