# SAME DATA, one MECHANICAL filter applied and nothing else:
#   extension in .ts/.tsx/.mjs/.js/.jsx, and not *.d.ts
# That is an extension test, not a disposition. Tests, scripts/, infra/ and entrypoints are
# all still IN - I have not decided anything for you.
# Same calibration caveat: graphify under-reports call edges (renderViews at tools.ts:1005,:1075
# is called twice and the graph records zero). A 0 means 'no edge seen', not 'no caller exists'.
file	inbound_edges
apps/benchmark/crystal-canyon/tests/manifest.test.mjs	0
apps/benchmark/crystal-canyon/tests/mutation-check.mjs	0
apps/plugin/tests/mutation-check.mjs	0
apps/plugin/tests/syntax-check.mjs	0
apps/site/astro.config.mjs	0
apps/web/src/components/plans.tsx	0
apps/web/src/lib/generative-ui/adapters.test.mjs	0
apps/web/src/main.tsx	0
apps/web/tests/activity-model.test.mjs	0
apps/web/tests/activity-motion.test.mjs	0
apps/web/tests/archive.test.mjs	0
apps/web/tests/command-match.test.mjs	0
apps/web/tests/command-palette.test.mjs	0
apps/web/tests/contrast.test.mjs	0
apps/web/tests/credits-model.test.mjs	0
apps/web/tests/direction.test.mjs	0
apps/web/tests/draft.test.mjs	0
apps/web/tests/drawer-a11y.test.mjs	0
apps/web/tests/empty-state.test.mjs	0
apps/web/tests/evidence-model.test.mjs	0
apps/web/tests/generative-ui.test.mjs	0
apps/web/tests/icons.test.mjs	0
apps/web/tests/playtest-viewport.test.mjs	0
apps/web/tests/real-frame.test.mjs	0
apps/web/tests/rename-project.test.mjs	0
apps/web/tests/retry-run.test.mjs	0
apps/web/tests/roadmap-model.test.mjs	0
apps/web/tests/rtl-workspace.test.mjs	0
apps/web/tests/run-meters.test.mjs	0
apps/web/tests/safe-redirect.test.mjs	0
apps/web/tests/search-panel.test.mjs	0
apps/web/tests/shortcuts.test.mjs	0
apps/web/tests/status-icon.test.mjs	0
apps/web/tests/studio-connection.test.mjs	0
apps/web/tests/thinking-model.test.mjs	0
apps/web/tests/tool-vocabulary.test.mjs	0
apps/web/tests/topbar-layout.test.mjs	0
apps/web/tests/ui-states.test.mjs	0
apps/web/vite.config.ts	0
apps/worker/src/critic.ts	0
apps/worker/src/index.ts	0
apps/worker/tests/asset-library-availability.test.mjs	0
apps/worker/tests/asset-library-gating.test.mjs	0
apps/worker/tests/asset-provenance.test.mjs	0
apps/worker/tests/billing-route.test.mjs	0
apps/worker/tests/billing.test.mjs	0
apps/worker/tests/conversational-routing.test.mjs	0
apps/worker/tests/design-brief.test.mjs	0
apps/worker/tests/edit-resend.test.mjs	0
apps/worker/tests/export.test.mjs	0
apps/worker/tests/frame-bus.test.mjs	0
apps/worker/tests/luau-ingress.test.mjs	0
apps/worker/tests/memory.test.mjs	0
apps/worker/tests/op-attribution.test.mjs	0
apps/worker/tests/persist.test.mjs	0
apps/worker/tests/phase-coverage.test.mjs	0
apps/worker/tests/playtest-stream.test.mjs	0
apps/worker/tests/poll-residency.test.mjs	0
apps/worker/tests/prompt-fence.test.mjs	0
apps/worker/tests/provenance-wiring.test.mjs	0
apps/worker/tests/restore-fidelity.test.mjs	0
apps/worker/tests/search.test.mjs	0
apps/worker/tests/single-flight.test.mjs	0
apps/worker/tests/spend-ratchet.test.mjs	0
apps/worker/tests/stop-signal.test.mjs	0
apps/worker/tests/studio-op-parity.test.mjs	0
apps/worker/tests/tools-for-mode.test.mjs	0
apps/worker/tests/transcript-budget.test.mjs	0
apps/worker/tests/worldbuilding.test.mjs	0
infra/checkpoint-test.mjs	0
infra/deploy-static.mjs	0
infra/e2e.mjs	0
infra/pair-helper.mjs	0
infra/real-chat.mjs	0
infra/smoke.mjs	0
infra/store-validation.mjs	0
packages/corpus/src/chunk.mjs	0
packages/corpus/src/enumerate.mjs	0
packages/corpus/src/fetch.mjs	0
packages/corpus/src/hash.mjs	0
packages/corpus/src/intake/bootstrap.test.mjs	0
packages/corpus/src/intake/clone-at.test.mjs	0
packages/corpus/src/intake/contenthash.test.mjs	0
packages/corpus/src/intake/dedupe.test.mjs	0
packages/corpus/src/intake/discover-cli.test.mjs	0
packages/corpus/src/intake/forks.test.mjs	0
packages/corpus/src/intake/licence.test.mjs	0
packages/corpus/src/intake/pipeline-data.test.mjs	0
packages/corpus/src/intake/quality.test.mjs	0
packages/corpus/src/intake/records.test.mjs	0
packages/corpus/src/intake/security.test.mjs	0
packages/corpus/src/intake/seeds.test.mjs	0
packages/corpus/src/manifest.mjs	0
packages/corpus/src/scan.mjs	0
packages/corpus/src/tag.mjs	0
packages/corpus/src/upload.mjs	0
packages/design/src/checks.test.mjs	0
packages/design/src/library.test.mjs	0
packages/design/src/playbooks.test.mjs	0
packages/evals/src/asset-content-gate.test.mjs	0
packages/evals/src/asset-marketplace-sample.test.mjs	0
packages/evals/src/asset-qc.test.mjs	0
packages/evals/src/asset-safety.test.mjs	0
packages/evals/src/compare.mjs	0
packages/evals/src/composition-generalization.test.mjs	0
packages/evals/src/composition.test.mjs	0
packages/evals/src/critic.test.mjs	0
packages/evals/src/design-checks.test.mjs	0
packages/evals/src/door-benchmark.test.mjs	0
packages/evals/src/economics.test.mjs	0
packages/evals/src/glb-inspect.mjs	0
packages/evals/src/grade.test.mjs	0
packages/evals/src/install-manifest.test.mjs	0
packages/evals/src/intent.test.mjs	0
packages/evals/src/layout-metrics.test.mjs	0
packages/evals/src/pixel-stats.test.mjs	0
packages/evals/src/playbook-checks.test.mjs	0
packages/evals/src/playtest.test.mjs	0
packages/evals/src/plugin-lifecycle.test.mjs	0
packages/evals/src/plugin-version.test.mjs	0
packages/evals/src/preserved.test.mjs	0
